,address,lat,long,PIN,date,description,tokenized_final,cost,value,year
559381,4605 WILMSLOW ROAD,39.347014,-76.628628,4952006,02/09/2007,replace powder room in basement. new toilet  sink  sewage ejector pit & pump. rework gas piping system. rework water piping. install (1) 70 000 btu boiler  (1) 40 000 btu water heater  (1) 20 000 btu dryer and (1) 60 000 btu stove. as per code.,"['replace', 'powder', 'room', 'basement', 'toilet', 'sink', 'sewage', 'ejector', 'pit', 'pump', 'rework', 'gas', 'piping', 'system', 'rework', 'water', 'piping', 'install', 'btu', 'boiler', 'btu', 'water', 'heater', 'btu', 'dryer', 'btu', 'stove']",6000.0,343933.0,2007
559363,1514 MARSHALL ST,39.272105,-76.612489,1005004,02/07/2007,interior work to rough in drain lines in basement for (1) toilet  (1) sink  (1) shower  and (1) sewage pump pit and reconstruct water and waste as per code.,"['interior', 'rough', 'drain', 'lines', 'basement', 'toilet', 'sink', 'shower', 'sewage', 'pump', 'pit', 'reconstruct', 'water', 'waste']",1500.0,244600.0,2007
558294,1526 DRUID HILL AVE,39.304112,-76.631175,0362009,02/01/2007,reconstruct waste and water to (22) plumbing fixtures. install (1) sewage ejector and (2) outside hose bibbs. as per code.,"['reconstruct', 'waste', 'water', 'plumbing', 'fixtures', 'install', 'sewage', 'ejector', 'outside', 'hose', 'bibbs']",16000.0,3667.0,2007
558059,20 E MADISON ST,39.298626,-76.61446,0517010,01/26/2007,interior work to install (1) sewage ejector in basement for (1) full bath as per code.,"['interior', 'install', 'sewage', 'ejector', 'basement', 'full', 'bath']",6000.0,,2007
557427,341 E 27TH ST,39.320843,-76.611487,3837042,01/22/2007,reconstruct water & waste lines for 2 full baths and 1 laundry and kitchen  install sewage ejector pit and pump in basement  rlun gas for the water heater  40 000 btu  furnace 80 000 btu  stove  40 000 btu  install garbage didsposal and dishwasher   all as per code.,"['reconstruct', 'water', 'waste', 'lines', 'full', 'baths', 'laundry', 'kitchen', 'install', 'sewage', 'ejector', 'pit', 'pump', 'basement', 'rlun', 'gas', 'water', 'heater', 'btu', 'furnace', 'btu', 'stove', 'btu', 'install', 'garbage', 'didsposal', 'dishwasher']",5000.0,147867.0,2007
570751,729 W 34TH ST,39.328698,-76.628682,3510033,05/15/2007,new water supply  rough in and install 1 toilet  1 shower stall  1 vanity 1 kit sink  1 washer box  new sewage and water in house   new gas line 1 inches  1 stove  45 000 btu  1- 40 gal water heater 40 000 btu  1 furnance gas only 95 000 btu as per code.,"['water', 'supply', 'rough', 'install', 'toilet', 'shower', 'stall', 'vanity', 'kit', 'sink', 'washer', 'box', 'sewage', 'water', 'house', 'gas', 'line', 'inches', 'stove', 'btu', '1-', 'gal', 'water', 'heater', 'btu', 'furnance', 'gas', 'btu']",9000.0,243533.0,2007
556160,45 E BARNEY ST,39.269528,-76.612288,1030071,01/18/2007,install new drain and water lines throughout residence  one kitchen  one laundry room  4 1/2 bathrooms  sump pump  sewage ejection pump  gas line to stove  furnace and water heater 18 fixtures.  all as per code.,"['install', 'drain', 'water', 'lines', 'throughout', 'residence', 'one', 'kitchen', 'one', 'laundry', 'room', '1/2', 'bathrooms', 'sump', 'pump', 'sewage', 'ejection', 'pump', 'gas', 'line', 'stove', 'furnace', 'water', 'heater', 'fixtures']",8000.0,235000.0,2007
555660,3202 O'DONNELL ST,39.280362,-76.570907,6469033,01/11/2007,install 3 fixtures waste pipes for 1 toilet 1-shower  1-lavy  install sewage ejector pit to receive waste pipes from bathroom.  reconstruct water & waste as per code.,"['install', 'fixtures', 'waste', 'pipes', 'toilet', '1-shower', '1-lavy', 'install', 'sewage', 'ejector', 'pit', 'receive', 'waste', 'pipes', 'bathroom', 'reconstruct', 'water', 'waste']",750.0,387233.0,2007
554423,3416 TOONE ST,39.27843,-76.567922,6484009,01/08/2007,exterior work to install 30 000 btu gas line for a grill  new water service pipe from meter to house.interior work to install sub soil drains to receive (1) toilet  (1) tub  (1) lavatory. install sewage ejecter pit to receive basement bath and reconstruct water and waste as per code.,"['exterior', 'install', 'btu', 'gas', 'line', 'grill', 'water', 'service', 'pipe', 'meter', 'house.interior', 'install', 'sub', 'soil', 'drains', 'receive', 'toilet', 'tub', 'lavatory', 'install', 'sewage', 'ejecter', 'pit', 'receive', 'basement', 'bath', 'reconstruct', 'water', 'waste']",1600.0,435567.0,2007
538797,1157 W HAMBURG ST,39.279751,-76.630527,0811050,06/27/2007,reconstruct sewer and water for 3 toilets  4 lavs  2 tub  2 shower  kitchen sink  washboy and sewage injection pump  connect above rough in gas for stove and furnace and connect  as per code,"['reconstruct', 'sewer', 'water', 'toilets', 'lavs', 'tub', 'shower', 'kitchen', 'sink', 'washboy', 'sewage', 'injection', 'pump', 'connect', 'rough', 'gas', 'stove', 'furnace', 'connect']",6000.0,166300.0,2007
569035,639 RAPPOLLA ST,39.285251,-76.552854,6694C020,04/24/2007,reconstruct waste and water for 3.5 baths  1 kitchen  and 1 laundry rm. install sewage ejecter in the basement. run gas for stove 40 000 btu make heater 40 000 btu and furnace 80 000 btu. as per code.,"['reconstruct', 'waste', 'water', '3.5', 'baths', 'kitchen', 'laundry', 'rm', 'install', 'sewage', 'ejecter', 'basement', 'run', 'gas', 'stove', 'btu', 'make', 'heater', 'btu', 'furnace', 'btu']",6000.0,135300.0,2007
566980,815 N CALHOUN ST,39.298401,-76.640077,0089020,04/18/2007,hvac installed  plumbing rough end. elect. 200amp service w/panel water heater 30 000 btu's. reconstruct water piping and sewage. imnstall furnace 100 000 btu's  60 000 btu's  condensing unit  1 gas stove 30 000 btu. work as per code.,"['hvac', 'installed', 'plumbing', 'rough', 'end', 'elect', '200amp', 'service', 'w/panel', 'water', 'heater', 'btu', ""'s"", 'reconstruct', 'water', 'piping', 'sewage', 'imnstall', 'furnace', 'btu', ""'s"", 'btu', ""'s"", 'condensing', 'unit', 'gas', 'stove', 'btu']",8000.0,36000.0,2007
571026,1514 MADISON AVE,39.305115,-76.629452,0364008,05/17/2007,reconstruct waste and water to (30) plumbing fixtures  (1) sewage ejector and (1) outside hosebibb. gas piping to (3) furnaces  (3) water heaters and (3) ranges as per code.,"['reconstruct', 'waste', 'water', 'plumbing', 'fixtures', 'sewage', 'ejector', 'outside', 'hosebibb', 'gas', 'piping', 'furnaces', 'water', 'heaters', 'ranges']",21000.0,26667.0,2007
585339,914 S CURLEY ST,39.281713,-76.574804,1879082,09/24/2007,install new drains & cut piping for (1) bathtub  1 shower  2 water closets  2 lavatories  1 kitchen sink  dishwasher  and garbage disposal. rough in sewage ejector for 3 fixtures  electric water heater  2 hose bibbs  gas piping to stove 45 000 btu  furnace 70 000 btu and dryer 25 000 btu. as per code.,"['install', 'drains', 'cut', 'piping', 'bathtub', 'shower', 'water', 'closets', 'lavatories', 'kitchen', 'sink', 'dishwasher', 'garbage', 'disposal', 'rough', 'sewage', 'ejector', 'fixtures', 'electric', 'water', 'heater', 'hose', 'bibbs', 'gas', 'piping', 'stove', 'btu', 'furnace', 'btu', 'dryer', 'btu']",6000.0,247700.0,2007
573128,922 S HIGHLAND AVE,39.281703,-76.568698,6461040,06/01/2007,install 3-3 fixture bathromm 1- kitchen sink  garage disp & dish washer  sewage ejector in basment  gas to furnace  stove electric water heater reconstruct water and waste  washer box as per code,"['install', '3-3', 'fixture', 'bathromm', '1-', 'kitchen', 'sink', 'garage', 'disp', 'dish', 'washer', 'sewage', 'ejector', 'basment', 'gas', 'furnace', 'stove', 'electric', 'water', 'heater', 'reconstruct', 'water', 'waste', 'washer', 'box']",8000.0,244467.0,2007
51881,237 S BOULDIN ST,39.288878,-76.570911,6294020,08/29/2007,install sewage ejector  lavatory  toilet  sump pump  bath tub. as per code.,"['install', 'sewage', 'ejector', 'lavatory', 'toilet', 'sump', 'pump', 'bath', 'tub']",3400.0,216533.0,2007
593063,1012 W LAFAYETTE AVE,39.29916,-76.635191,0080005,12/03/2007,reconstruct water & waste for 6 1/2 bathrooms  5 kitchens  5 washer boxes  install a sewage grinder in the baseemnt.  install 4-40 gal electric hot water heaters and 1-50 gal gas hot water heater  reconstruct the gas line for 1 furnace 100 000 btu's range 40 000 btu and 1 hot water heater 35 000 btu.  install new fixtures (20).  as per code.,"['reconstruct', 'water', 'waste', '1/2', 'bathrooms', 'kitchens', 'washer', 'boxes', 'install', 'sewage', 'grinder', 'baseemnt', 'install', '4-40', 'gal', 'electric', 'hot', 'water', 'heaters', '1-50', 'gal', 'gas', 'hot', 'water', 'heater', 'reconstruct', 'gas', 'line', 'furnace', 'btu', ""'s"", 'range', 'btu', 'hot', 'water', 'heater', 'btu', 'install', 'fixtures']",30000.0,110000.0,2007
592628,2032 DRUID HILL AVE,39.30806,-76.636086,0314017,11/19/2007,reconstruct sewer/water pipes for (5) toilets  (5)lav  kitchen sink  wash box  (2) showers  (4) tubs and sewage.  injector vault connect fixtures/electric water heater  install gas line for stove/furnace as per code,"['reconstruct', 'sewer/water', 'pipes', 'toilets', 'lav', 'kitchen', 'sink', 'wash', 'box', 'showers', 'tubs', 'sewage', 'injector', 'vault', 'connect', 'fixtures/electric', 'water', 'heater', 'install', 'gas', 'line', 'stove/furnace']",7000.0,34000.0,2007
589142,1225 W CROSS ST,39.282416,-76.631914,0780099,10/26/2007,compllete rough in of gas furnace 80 000 btu 1 stove 60 000 btu connect fixtures 2 toilets  2 vanitys  2 tubs  kitchen sink wash machine electric water heater and sewage pump and 9 fixtures and 1 electric heate. as per code.,"['compllete', 'rough', 'gas', 'furnace', 'btu', 'stove', 'btu', 'connect', 'fixtures', 'toilets', 'vanitys', 'tubs', 'kitchen', 'sink', 'wash', 'machine', 'electric', 'water', 'heater', 'sewage', 'pump', 'fixtures', 'electric', 'heate']",4000.0,125900.0,2007
588913,1504 CARSWELL ST,39.323203,-76.596388,4132001B,10/17/2007,amend permit #com2007-22635  issued on 7/20/07 to add the following additional work: install gas lines for 80 000 btu furnace and 40 000 btu stove. as per code.original permit description:(com2007-22635)reconstruct waste and water for 1 1/2 baths  kitchen and laundry room  install sewage ejector in the basement with a electric water heater  as per code,"['amend', 'com2007-22635', 'issued', '7/20/07', 'add', 'following', 'additional', 'install', 'gas', 'lines', 'btu', 'furnace', 'btu', 'stove', 'code.original', 'description', 'com2007-22635', 'reconstruct', 'waste', 'water', '1/2', 'baths', 'kitchen', 'laundry', 'room', 'install', 'sewage', 'ejector', 'basement', 'electric', 'water', 'heater']",800.0,18333.0,2007
587919,2931 E BALTIMORE ST,39.292263,-76.575123,1741016,10/10/2007,amend permit#com2007-30468 to add the following additional work; install sewage ejector system in basement.original permit description:(com2007-30468)reconstruct the waste and water  vent piping to include 2.5 baths  kitchen and laundry hook-up relocate the existing gas lines for the furnace  range and hot water heater as per code,"['amend', 'com2007-30468', 'add', 'following', 'additional', 'install', 'sewage', 'ejector', 'system', 'basement.original', 'description', 'com2007-30468', 'reconstruct', 'waste', 'water', 'vent', 'piping', 'include', '2.5', 'baths', 'kitchen', 'laundry', 'hook-up', 'relocate', 'existing', 'gas', 'lines', 'furnace', 'range', 'hot', 'water', 'heater']",1000.0,268300.0,2007
593414,1503 N BOND ST,39.307539,-76.596779,1127002,11/30/2007,reconstruct waste/water for 2.5 baths  1 kitchen  1 laundry room. install sewage ejector in the basement. run gas to 80 000 btu furnace and 40 000 btu stove. as per code.,"['reconstruct', 'waste/water', '2.5', 'baths', 'kitchen', 'laundry', 'room', 'install', 'sewage', 'ejector', 'basement', 'run', 'gas', 'btu', 'furnace', 'btu', 'stove']",7500.0,41667.0,2007
583212,1557 N WOODYEAR ST,39.307039,-76.641446,0300C073,08/30/2007,reconstruct waste and water to ten plumbing fixtures  install a sewage ejector  install new gas meter and gas piping to two appliances  as per code,"['reconstruct', 'waste', 'water', 'ten', 'plumbing', 'fixtures', 'install', 'sewage', 'ejector', 'install', 'gas', 'meter', 'gas', 'piping', 'two', 'appliances']",4500.0,36000.0,2007
573426,139 N POTOMAC ST,39.294131,-76.574903,1714020,05/30/2007,reconstructwaste/water for 1.5 baths  kitchen  and laundry room  install sewage ejector pump in the basement. install 2 hosebibs   run gas to 40 000 btu water heater  80 000 btu furnance  40 000 btu stove asper code.,"['reconstructwaste/water', '1.5', 'baths', 'kitchen', 'laundry', 'room', 'install', 'sewage', 'ejector', 'pump', 'basement', 'install', 'hosebibs', 'run', 'gas', 'btu', 'water', 'heater', 'btu', 'furnance', 'btu', 'stove', 'asper']",6500.0,118067.0,2007
578952,1504 CARSWELL ST,39.323203,-76.596388,4132001B,07/20/2007,reconstruct waste and water for 1 1/2 baths  kitchen and laundry room  install sewage ejector in the basement with a electric water heater  as per code,"['reconstruct', 'waste', 'water', '1/2', 'baths', 'kitchen', 'laundry', 'room', 'install', 'sewage', 'ejector', 'basement', 'electric', 'water', 'heater']",6000.0,18333.0,2007
574434,5521 WESLEY AVE,39.333011,-76.708395,8314011,06/12/2007,install new three piece bath in basement and sewage ejector pump. replace first floor lavatory and toilet. replace 2nd floor toilet and lavatory. replace gas pipe to stove 30 000 btu furnance 90 000 btu  gas range 30 000 btu water heater 50 000 btu as per code.,"['install', 'three', 'piece', 'bath', 'basement', 'sewage', 'ejector', 'pump', 'replace', 'first', 'floor', 'lavatory', 'toilet', 'replace', '2nd', 'floor', 'toilet', 'lavatory', 'replace', 'gas', 'pipe', 'stove', 'btu', 'furnance', 'btu', 'gas', 'range', 'btu', 'water', 'heater', 'btu']",3000.0,128800.0,2007
574164,1129 W HAMBURG ST,39.280067,-76.63011,0811036,06/14/2007,amend permit# com2007-12206 issued on 6/6/07 to add the following additional work:hvac install (1) 75 000 btu  90% gas furnace  (1) 2 ton a/c. supply and return duct. as per code.original permit description:(com2007-12206)connect and roughin 3 toilets  3 lavs  1 tub  1 shower  kitchen sink  wash box. sewage injector and electric water heater. install gas for furnace (90 000) btu and stove (60 000) btu. reconstruct plumbing system. as per code.,"['amend', 'com2007-12206', 'issued', '6/6/07', 'add', 'following', 'additional', 'hvac', 'install', 'btu', 'gas', 'furnace', 'ton', 'a/c', 'supply', 'return', 'duct', 'code.original', 'description', 'com2007-12206', 'connect', 'roughin', 'toilets', 'lavs', 'tub', 'shower', 'kitchen', 'sink', 'wash', 'box', 'sewage', 'injector', 'electric', 'water', 'heater', 'install', 'gas', 'furnace', 'btu', 'stove', 'btu', 'reconstruct', 'plumbing', 'system']",9000.0,169300.0,2007
580861,2647 HAMPDEN AVE,39.31908,-76.623126,3630A025,08/08/2007,amend permit#com2007-23715 issued 7-31-07 to add the following additional work; install sewage ejector pit and pump. install gas line for dryer 40 000 btu's,"['amend', 'com2007-23715', 'issued', '7-31-07', 'add', 'following', 'additional', 'install', 'sewage', 'ejector', 'pit', 'pump', 'install', 'gas', 'line', 'dryer', 'btu', ""'s""]",1850.0,143600.0,2007
574141,2022 SAINT PAUL ST,39.312895,-76.615074,3809030,06/11/2007,amend permit # com2007-14680 to add the following addition work install a sewage ejection pit & pump as per codeoriginal permit description:(com2007-14680)reconstruct the waste and vent piping and water piping for 4 1/2 baths  2 kitchens  and 2 laundry hook-ups. install new fixtures  install 2- 50 gal electric hot water heater as per code.,"['amend', 'com2007-14680', 'add', 'following', 'addition', 'install', 'sewage', 'ejection', 'pit', 'pump', 'codeoriginal', 'description', 'com2007-14680', 'reconstruct', 'waste', 'vent', 'piping', 'water', 'piping', '1/2', 'baths', 'kitchens', 'laundry', 'hook-ups', 'install', 'fixtures', 'install', '2-', 'gal', 'electric', 'hot', 'water', 'heater']",500.0,200200.0,2007
525087,7300 WALLIS AVE,39.370925,-76.707736,4200013,04/10/2006,install plumbing for 2 1/2 baths  kitchen and laundry room  water heater  basement sewage ejector as per code.,"['install', 'plumbing', '1/2', 'baths', 'kitchen', 'laundry', 'room', 'water', 'heater', 'basement', 'sewage', 'ejector']",10000.0,540100.0,2006
525137,2367 MCCULLOH ST,39.311822,-76.638404,3422036,03/24/2006,installing sewage ejector in basement   1 shower  1 toilet  1 sink in basement  reconstruct water and  wasteinstall  furnace  stove  water heater  dryer,"['installing', 'sewage', 'ejector', 'basement', 'shower', 'toilet', 'sink', 'basement', 'reconstruct', 'water', 'wasteinstall', 'furnace', 'stove', 'water', 'heater', 'dryer']",4000.0,116100.0,2006
